input,winner,probabilityBias,probability,harmonyBias,harmony,operation,output,label_cons_(34.37),exhaust_ws_(45.57),case_agr_(26.71),case_mt_(44.24),merge_cond_(56.59),case_(64.68),LB_DP_(100.00),LB_V_(34.93),LB_v_(1.41),LB_DP2_(0.00),LB_T_(31.40),LB_C_(17.35),cl_mt_(23.79),cl_(5.27),cl_agr_(22.05),wh_(5.27),wh_agr_(14.33),wh_mt_(36.69)
"wolofMatrix_[.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,5.06845542534853e-60,5.06845542534853e-60,-165.60270384341996,-157.60270384341996,iMerge,"[.. [DP2 case_agr [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]] [.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,2.0,0.0,2.0,0.0,0.0
"wolofMatrix_[.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,1.041078987133385e-53,1.9068026782984218e-55,-151.0673866508537,-147.0673866508537,iMerge,"[.. [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]] [.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,1.0,0.0,1.0,0.0,0.0
"wolofMatrix_[.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,2.1384137108715815e-47,7.173578829917429e-51,-136.53206945828745,-136.53206945828745,iMerge,"[.. [DP wh,cl] [.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
"wolofMatrix_[.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,2.625981704259721e-65,4.80965326236438e-67,-177.7732106210408,-173.7732106210408,iMerge,"[.. [V [V] [DP case_agr,wh,cl]] [.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,1.0,0.0,1.0,0.0,0.0
"wolofMatrix_[.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,1.9044368420234266e-35,1.9044368420234266e-35,-109.016926296035,-101.016926296035,rMerge,"[.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2.0,0.0,2.0,0.0,0.0
"wolofMatrix_[.. [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",1,0.9999999927353211,0.9999999998669431,-77.01038104030332,-63.0103810403033,Label,"[T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,0,0,0,0,0,0,0,0,0.0,1,0,0.0,3.0,0.0,3.0,0.0,0.0
"wolofMatrix_[.. [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,7.264666156520536e-09,1.3305700291894895e-10,-95.75062452632139,-85.75062452632139,Label,"[DP2 [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,0,0,0,0,1,0,0,0,1.0,0,0,0.0,2.0,0.0,2.0,0.0,0.0
"wolofMatrix_[.. [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,2.0719840743058928e-19,5.135935070831236e-22,-120.03099116170361,-112.03099116170361,xMerge,"[.. [C wh_agr,cl_agr] [.. [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,2.0,0.0,2.0,0.0,0.0
"wolofMatrix_[.. [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,3.3484441877290556e-39,8.299963377971296e-42,-165.60270384341996,-157.60270384341996,iMerge,"[.. [T case] [.. [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,2.0,0.0,2.0,0.0,0.0
"wolofMatrix_[.. [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,3.3484441877290556e-39,8.299963377971296e-42,-165.60270384341996,-157.60270384341996,iMerge,"[.. [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]] [.. [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,2.0,0.0,2.0,0.0,0.0
"wolofMatrix_[.. [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,6.877824881322542e-33,3.122527687575784e-37,-151.0673866508537,-147.0673866508537,iMerge,"[.. [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]] [.. [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,1.0,0.0,1.0,0.0,0.0
"wolofMatrix_[.. [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,1.4127299858093728e-26,1.1747255639169515e-32,-136.53206945828745,-136.53206945828745,iMerge,"[.. [DP wh,cl] [.. [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
"wolofMatrix_[.. [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,1.7348388092229612e-44,7.876156064965186e-49,-177.7732106210408,-173.7732106210408,iMerge,"[.. [V [V] [DP case_agr,wh,cl]] [.. [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,1.0,0.0,1.0,0.0,0.0
"wolofMatrix_[.. [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,1.258154593345746e-14,3.1186534590795584e-17,-109.016926296035,-101.016926296035,rMerge,"[.. [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2.0,0.0,2.0,0.0,0.0
"wolofMatrix_[T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",1,0.8771444812718956,0.9999854262471349,-77.98053080688493,-65.98053080688493,xMerge,"[.. [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,3.0,0.0,3.0,0.0,0.0
"wolofMatrix_[T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,2.91162765805898e-14,6.079676120445336e-16,-109.016926296035,-101.016926296035,iMerge,"[.. [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2.0,0.0,2.0,0.0,0.0
"wolofMatrix_[T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,5.980588007150255e-08,2.2872338290031676e-11,-94.48160910346877,-90.48160910346877,iMerge,"[.. [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,1.0,0.0,1.0,0.0,0.0
"wolofMatrix_[T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,0.1228434302451799,8.604798158480582e-07,-79.94629191090252,-79.94629191090252,iMerge,"[.. [DP wh,cl] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
"wolofMatrix_[T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,1.5085228768986318e-19,5.769239666304681e-23,-121.18743307365585,-117.18743307365585,iMerge,"[.. [V [V] [DP case_agr,wh,cl]] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,1.0,0.0,1.0,0.0,0.0
"wolofMatrix_[T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,1.202867701530681e-05,1.371325017618425e-05,-89.17766425941507,-77.17766425941505,rMerge,"[T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]",0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,3.0,0.0,3.0,0.0,0.0
"wolofMatrix_[.. [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",1,1.0,1.0,-77.49071725886665,-59.49071725886665,Label,"[C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,0,0,0,0,0,0,0,0,0.0,0,1,0.0,4.0,0.0,4.0,0.0,0.0
"wolofMatrix_[.. [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,3.4722762558853204e-17,4.699214905660049e-18,-115.38985347934535,-99.38985347934535,Label,"[T [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,0,0,0,0,0,0,0,0,0.0,1,0,0.0,3.0,1.0,3.0,1.0,0.0
"wolofMatrix_[.. [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,2.635374791158482e-45,6.532440999915737e-48,-180.13802103598616,-168.13802103598616,iMerge,"[.. [C wh_agr,cl_agr] [.. [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,3.0,0.0,3.0,0.0,0.0
"wolofMatrix_[.. [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,2.635374791158482e-45,6.532440999915737e-48,-180.13802103598616,-168.13802103598616,iMerge,"[.. [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]] [.. [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,3.0,0.0,3.0,0.0,0.0
"wolofMatrix_[.. [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,5.4131546754350865e-39,2.457568420582194e-43,-165.60270384341996,-157.60270384341996,iMerge,"[.. [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]] [.. [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,2.0,0.0,2.0,0.0,0.0
"wolofMatrix_[.. [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,1.111881453768686e-32,9.245613610472884e-39,-151.0673866508537,-147.0673866508537,iMerge,"[.. [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]] [.. [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,1.0,0.0,1.0,0.0,0.0
"wolofMatrix_[.. [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,2.2838445257162355e-26,3.4782905866731085e-34,-136.53206945828745,-136.53206945828745,iMerge,"[.. [DP wh,cl] [.. [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
"wolofMatrix_[.. [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,2.8045714023504563e-44,2.3320816658309716e-50,-177.7732106210408,-173.7732106210408,iMerge,"[.. [V [V] [DP case_agr,wh,cl]] [.. [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,1.0,0.0,1.0,0.0,0.0
"wolofMatrix_[.. [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,9.902237316167378e-21,2.454519230131673e-23,-123.55224348860125,-111.55224348860125,rMerge,"[.. [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,3.0,0.0,3.0,0.0,0.0
"wolofMatrix_[C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,2.9493625556672384e-19,1.4302848501852623e-10,-122.6138191267174,-102.6138191267174,mtAgree,"[C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,0,0,0,0,0,0,0,0,0.0,0,0,1.0,4.0,0.0,4.0,0.0,1.0
"wolofMatrix_[C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,1.1539198392603385e-19,1.8772156287366473e-14,-123.55224348860125,-111.55224348860125,iMerge,"[.. [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,3.0,0.0,3.0,0.0,0.0
"wolofMatrix_[C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,2.370192882593346e-13,7.062269445474217e-10,-109.016926296035,-101.016926296035,iMerge,"[.. [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2.0,0.0,2.0,0.0,0.0
"wolofMatrix_[C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,4.868461490615336e-07,2.656895082108561e-05,-94.48160910346877,-90.48160910346877,iMerge,"[.. [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,1.0,0.0,1.0,0.0,0.0
"wolofMatrix_[C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",1,0.9999995131059426,0.9995500075201186,-79.94629191090252,-79.94629191090252,iMerge,"[.. [DP wh,cl] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
"wolofMatrix_[C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,1.2280039228772666e-18,6.701660452263848e-17,-121.18743307365585,-117.18743307365585,iMerge,"[.. [V [V] [DP case_agr,wh,cl]] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,1.0,0.0,1.0,0.0,0.0
"wolofMatrix_[C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,4.767137380907718e-11,0.0004234226797861621,-103.71298145198129,-87.71298145198129,rMerge,"[C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]",0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,4.0,0.0,4.0,0.0,0.0
"wolofMatrix_[.. [DP wh,cl] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",1,0.999999999999998,0.9999999999992242,0.0,0.0,Agree,"[.. [DP wh,cl] [C [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
"wolofMatrix_[.. [DP wh,cl] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,1.0813586217008308e-61,5.904018026721033e-60,-140.37947243904205,-136.37947243904205,Label,"[DP wh,cl [DP wh,cl] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,0,0,0,0,0,1,0,0,0.0,0,0,0.0,0.0,1.0,0.0,1.0,0.0
"wolofMatrix_[.. [DP wh,cl] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,1.9232389420863737e-15,7.758899660035497e-13,-33.88476568116793,-27.884765681167927,Label,"[C wh_agr,cl_agr [DP wh,cl] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,0,0,0,0,0,0,0,0,0.0,0,1,0.0,1.0,0.0,1.0,0.0,0.0
"wolofMatrix_[.. [DP wh,cl] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,5.068455425348629e-60,5.068455425344707e-60,-136.53206945828745,-136.53206945828745,iMerge,"[.. [DP wh,cl] [.. [DP wh,cl] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
"wolofMatrix_[.. [DP wh,cl] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,2.8473669098278346e-85,2.530201705314753e-78,-194.6733382285524,-178.6733382285524,iMerge,"[.. [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]] [.. [DP wh,cl] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,4.0,0.0,4.0,0.0,0.0
"wolofMatrix_[.. [DP wh,cl] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,5.848594117362366e-79,9.518867156649887e-74,-180.13802103598616,-168.13802103598616,iMerge,"[.. [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]] [.. [DP wh,cl] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,3.0,0.0,3.0,0.0,0.0
"wolofMatrix_[.. [DP wh,cl] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,1.201322282406941e-72,3.581091252749399e-69,-165.60270384341996,-157.60270384341996,iMerge,"[.. [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]] [.. [DP wh,cl] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,2.0,0.0,2.0,0.0,0.0
"wolofMatrix_[.. [DP wh,cl] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,2.467559206960931e-66,1.3472416779721506e-64,-151.0673866508537,-147.0673866508537,iMerge,"[.. [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]] [.. [DP wh,cl] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,1.0,0.0,1.0,0.0,0.0
"wolofMatrix_[.. [DP wh,cl] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,6.224086175727251e-78,3.398235908413125e-76,-177.7732106210408,-173.7732106210408,iMerge,"[.. [V [V] [DP case_agr,wh,cl]] [.. [DP wh,cl] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]]",1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,1.0,0.0,1.0,0.0,0.0
"wolofMatrix_[.. [DP wh,cl] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",0,1.9044368420234095e-35,1.9044368420219357e-35,-79.94629191090252,-79.94629191090252,rMerge,"[.. [DP wh,cl] [C wh_agr,cl_agr [C wh_agr,cl_agr] [T [T case] [DP2 [DP2 case_agr] [v [DP wh,cl] [v case [v case] [V [V] [DP case_agr,wh,cl]]]]]]]]",1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
