input,winner,probabilityBias,probability,harmonyBias,harmony,operation,output,label_cons_(45.87),exhaust_ws_(54.19),case_agr_(30.62),case_mt_(59.20),merge_cond_(62.43),case_(72.84),LB_DP_(100.00),LB_V_(61.96),LB_v_(25.67),LB_DP2_(10.82),LB_T_(45.35),LB_C_(0.00),foc_(20.01),wh_(6.78)
"phrasal_[.. [DP case_agr] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,6.863449722969736e-98,6.863449722969736e-98,-223.7271289230095,-223.7271289230095,iMerge,"[.. [v case,foc [v case,foc] [V [V] [DP case_agr]]] [.. [DP case_agr] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",1,1,2,0,1,0,0,0,0,0.0,0,0,0.0,0.0
"phrasal_[.. [DP case_agr] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,1.365377138507889e-84,1.365377138507889e-84,-193.10571712907733,-193.10571712907733,iMerge,"[.. [V [V] [DP case_agr]] [.. [DP case_agr] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0
"phrasal_[.. [DP case_agr] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,3.510137650395797e-44,3.510137650395797e-44,-100.05808883839221,-100.05808883839221,rMerge,"[.. [DP case_agr] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0
"phrasal_[.. [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,2.490563560053691e-73,2.490563560053691e-73,-192.84966676846904,-192.84966676846904,Label,"[DP [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,0,0,0,0,1,1,0,0,0.0,0,0,1.0,0.0
"phrasal_[.. [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",1,1.0,1.0,-25.673463994110527,-25.673463994110527,Label,"[v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,0.0
"phrasal_[.. [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,1.3117855458906286e-36,1.3117855458906286e-36,-108.29513812061069,-108.29513812061069,xMerge,"[.. [DP2 case_agr] [.. [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0
"phrasal_[.. [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,1.3117855458906286e-36,1.3117855458906286e-36,-108.29513812061069,-108.29513812061069,xMerge,"[.. [T case] [.. [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0
"phrasal_[.. [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,1.3117855458906286e-36,1.3117855458906286e-36,-108.29513812061069,-108.29513812061069,xMerge,"[.. [C] [.. [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0
"phrasal_[.. [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,3.8353635897651554e-60,3.8353635897651554e-60,-162.4843053351451,-162.4843053351451,iMerge,"[.. [DP] [.. [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0
"phrasal_[.. [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,9.69139289884458e-87,9.69139289884458e-87,-223.7271289230095,-223.7271289230095,iMerge,"[.. [v case,foc [v case,foc] [V [V] [DP case_agr]]] [.. [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",1,1,2,0,1,0,0,0,0,0.0,0,0,0.0,0.0
"phrasal_[.. [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,1.9279526824674655e-73,1.9279526824674655e-73,-193.10571712907733,-193.10571712907733,iMerge,"[.. [V [V] [DP case_agr]] [.. [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0
"phrasal_[.. [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,4.956417613895418e-33,4.956417613895418e-33,-100.05808883839221,-100.05808883839221,rMerge,"[.. [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0
"phrasal_[v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",1,0.9997565232486674,0.9997565232486674,-45.86892162385779,-45.86892162385779,xMerge,"[.. [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0
"phrasal_[v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,7.736292755372829e-28,7.736292755372829e-28,-108.29513812061069,-108.29513812061069,xMerge,"[.. [T case] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0
"phrasal_[v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,7.736292755372829e-28,7.736292755372829e-28,-108.29513812061069,-108.29513812061069,xMerge,"[.. [C] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0
"phrasal_[v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,2.9230614561275547e-24,2.9230614561275547e-24,-100.05808883839221,-100.05808883839221,iMerge,"[.. [DP] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0
"phrasal_[v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,1.4693585219396438e-37,1.4693585219396438e-37,-130.67950063232442,-130.67950063232442,iMerge,"[.. [V [V] [DP case_agr]] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0
"phrasal_[v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,0.00024347675133263005,0.00024347675133263005,-54.18916721453442,-54.18916721453442,rMerge,"[v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0
"phrasal_[.. [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",1,0.9999999999912779,0.9999999999912779,-30.82971643554311,-30.82971643554311,Label,"[DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0.0
"phrasal_[.. [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",0,8.722115078823938e-12,8.722115078823938e-12,-56.29487578804273,-56.29487578804273,Label,"[v foc [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",0,0,1,0,0,0,0,0,1,0.0,0,0,0.0,0.0
"phrasal_[.. [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",0,2.276118265073041e-34,2.276118265073041e-34,-108.29513812061069,-108.29513812061069,xMerge,"[.. [T case] [.. [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0
"phrasal_[.. [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",0,2.276118265073041e-34,2.276118265073041e-34,-108.29513812061069,-108.29513812061069,xMerge,"[.. [C] [.. [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0
"phrasal_[.. [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",0,6.654853872424378e-58,6.654853872424378e-58,-162.4843053351451,-162.4843053351451,iMerge,"[.. [DP2 case_agr] [.. [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0
"phrasal_[.. [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",0,6.654853872424378e-58,6.654853872424378e-58,-162.4843053351451,-162.4843053351451,iMerge,"[.. [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [.. [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0
"phrasal_[.. [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",0,6.654853872424378e-58,6.654853872424378e-58,-162.4843053351451,-162.4843053351451,iMerge,"[.. [DP] [.. [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0
"phrasal_[.. [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",0,3.3452482599062256e-71,3.3452482599062256e-71,-193.10571712907733,-193.10571712907733,iMerge,"[.. [V [V] [DP case_agr]] [.. [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0
"phrasal_[.. [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",0,8.600028179650102e-31,8.600028179650102e-31,-100.05808883839221,-100.05808883839221,rMerge,"[.. [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0
"phrasal_[DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",0,1.617999557271555e-06,1.617999557271555e-06,-79.21696721795266,-79.21696721795266,mtAgree,"[DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",0,0,0,1,0,0,0,0,0,0.0,0,0,1.0,0.0
"phrasal_[DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",1,0.9997549056430538,0.9997549056430538,-65.88289232939515,-65.88289232939515,xMerge,"[.. [T case] [DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",1,0,0,0,0,0,0,0,0,0.0,0,0,1.0,0.0
"phrasal_[DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",0,7.736280238054563e-28,7.736280238054563e-28,-128.30910882614805,-128.30910882614805,xMerge,"[.. [C] [DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",1,0,0,0,1,0,0,0,0,0.0,0,0,1.0,0.0
"phrasal_[DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",0,1.438117204964634e-15,1.438117204964634e-15,-100.05808883839221,-100.05808883839221,iMerge,"[.. [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0
"phrasal_[DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",0,2.9230567266154078e-24,2.9230567266154078e-24,-120.07205954392957,-120.07205954392957,iMerge,"[.. [DP] [DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",1,1,0,0,0,0,0,0,0,0.0,0,0,1.0,0.0
"phrasal_[DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",0,1.4693561445182036e-37,1.4693561445182036e-37,-150.69347133786178,-150.69347133786178,iMerge,"[.. [V [V] [DP case_agr]] [DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",1,1,1,0,0,0,0,0,0,0.0,0,0,1.0,0.0
"phrasal_[DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",0,0.00024347635738735377,0.00024347635738735377,-74.20313792007178,-74.20313792007178,rMerge,"[DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",0,1,0,0,0,0,0,0,0,0.0,0,0,1.0,0.0
"phrasal_[.. [T case] [DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",1,1.0,1.0,-20.013970705537364,-20.013970705537364,Agree,"[.. [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,0,0,0,0,0,0,0,0,0.0,0,0,1.0,0.0
"phrasal_[.. [T case] [DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,2.051993470083285e-42,2.051993470083285e-42,-116.00373286620444,-116.00373286620444,Label,"[T case [T case] [DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,0,1,0,0,0,0,0,0,0.0,1,0,2.0,0.0
"phrasal_[.. [T case] [DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,4.6842538895488155e-37,4.6842538895488155e-37,-103.6654124984748,-103.6654124984748,Label,"[DP2 case_agr [T case] [DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,0,0,0,0,1,0,0,0,1.0,0,0,1.0,0.0
"phrasal_[.. [T case] [DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,9.290072371962307e-48,9.290072371962307e-48,-128.30910882614805,-128.30910882614805,xMerge,"[.. [C] [.. [T case] [DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",1,0,0,0,1,0,0,0,0,0.0,0,0,1.0,0.0
"phrasal_[.. [T case] [DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,2.7162065806660593e-71,2.7162065806660593e-71,-182.49827604068247,-182.49827604068247,iMerge,"[.. [T case] [.. [T case] [DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,1.0,0.0
"phrasal_[.. [T case] [DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,2.7162065806660593e-71,2.7162065806660593e-71,-182.49827604068247,-182.49827604068247,iMerge,"[.. [DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]] [.. [T case] [DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,1.0,0.0
"phrasal_[.. [T case] [DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,1.3363488229039657e-62,1.3363488229039657e-62,-162.4843053351451,-162.4843053351451,iMerge,"[.. [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [.. [T case] [DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0
"phrasal_[.. [T case] [DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,2.7162065806660593e-71,2.7162065806660593e-71,-182.49827604068247,-182.49827604068247,iMerge,"[.. [DP] [.. [T case] [DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,1.0,0.0
"phrasal_[.. [T case] [DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,1.365377138507894e-84,1.365377138507894e-84,-213.1196878346147,-213.1196878346147,iMerge,"[.. [V [V] [DP case_agr]] [.. [T case] [DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",1,1,1,0,1,0,0,0,0,0.0,0,0,1.0,0.0
"phrasal_[.. [T case] [DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,3.5101376503958096e-44,3.5101376503958096e-44,-120.07205954392957,-120.07205954392957,rMerge,"[.. [T case] [DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",1,1,0,0,0,0,0,0,0,0.0,0,0,1.0,0.0
"phrasal_[.. [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",1,0.9999999885249574,0.9999999885249574,-85.38232107227225,-85.38232107227225,Label,"[T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,0,0,0,0,0,0,0,0,0.0,1,0,2.0,0.0
"phrasal_[.. [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,1.1475041807198561e-08,1.1475041807198561e-08,-103.6654124984748,-103.6654124984748,Label,"[DP2 [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,0,0,0,0,1,0,0,0,1.0,0,0,1.0,0.0
"phrasal_[.. [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,2.2757939978021943e-19,2.2757939978021943e-19,-128.30910882614805,-128.30910882614805,xMerge,"[.. [C] [.. [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",1,0,0,0,1,0,0,0,0,0.0,0,0,1.0,0.0
"phrasal_[.. [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,6.6539057884270706e-43,6.6539057884270706e-43,-182.49827604068247,-182.49827604068247,iMerge,"[.. [T case] [.. [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,1.0,0.0
"phrasal_[.. [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,6.6539057884270706e-43,6.6539057884270706e-43,-182.49827604068247,-182.49827604068247,iMerge,"[.. [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]] [.. [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,1.0,0.0
"phrasal_[.. [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,3.2736608589976787e-34,3.2736608589976787e-34,-162.4843053351451,-162.4843053351451,iMerge,"[.. [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [.. [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0
"phrasal_[.. [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,6.6539057884270706e-43,6.6539057884270706e-43,-182.49827604068247,-182.49827604068247,iMerge,"[.. [DP] [.. [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,1.0,0.0
"phrasal_[.. [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,3.3447716789920483e-56,3.3447716789920483e-56,-213.1196878346147,-213.1196878346147,iMerge,"[.. [V [V] [DP case_agr]] [.. [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",1,1,1,0,1,0,0,0,0,0.0,0,0,1.0,0.0
"phrasal_[.. [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,8.598802976324857e-16,8.598802976324857e-16,-120.07205954392957,-120.07205954392957,rMerge,"[.. [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",1,1,0,0,0,0,0,0,0,0.0,0,0,1.0,0.0
"phrasal_[T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",1,0.9997558158797649,0.9997558158797649,-85.89686303493252,-85.89686303493252,xMerge,"[.. [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",1,0,0,0,0,0,0,0,0,0.0,0,0,2.0,0.0
"phrasal_[T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,1.4381185143126433e-15,1.4381185143126433e-15,-120.07205954392957,-120.07205954392957,iMerge,"[.. [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",1,1,0,0,0,0,0,0,0,0.0,0,0,1.0,0.0
"phrasal_[T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,7.075411706449943e-07,7.075411706449943e-07,-100.05808883839221,-100.05808883839221,iMerge,"[.. [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0
"phrasal_[T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,2.9230593879412254e-24,2.9230593879412254e-24,-140.08603024946694,-140.08603024946694,iMerge,"[.. [DP] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",1,1,0,0,0,0,0,0,0,0.0,0,0,2.0,0.0
"phrasal_[T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,1.4693574823080138e-37,1.4693574823080138e-37,-170.70744204339914,-170.70744204339914,iMerge,"[.. [V [V] [DP case_agr]] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",1,1,1,0,0,0,0,0,0,0.0,0,0,2.0,0.0
"phrasal_[T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,0.00024347657906280745,0.00024347657906280745,-94.21710862560914,-94.21710862560914,rMerge,"[T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,1,0,0,0,0,0,0,0,0.0,0,0,2.0,0.0
"phrasal_[.. [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",1,0.999999999990119,0.999999999990119,-60.041912116612096,-60.041912116612096,Label,"[C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",0,0,0,0,0,0,0,0,0,0.0,0,1,3.0,0.0
"phrasal_[.. [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",0,9.880984576222495e-12,9.880984576222495e-12,-85.38232107227225,-85.38232107227225,Label,"[T [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",0,0,0,0,0,0,0,0,0,0.0,1,0,2.0,0.0
"phrasal_[.. [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",0,1.3363488228907752e-62,1.3363488228907752e-62,-202.51224674621983,-202.51224674621983,iMerge,"[.. [C] [.. [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,2.0,0.0
"phrasal_[.. [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",0,1.3363488228907752e-62,1.3363488228907752e-62,-202.51224674621983,-202.51224674621983,iMerge,"[.. [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]] [.. [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,2.0,0.0
"phrasal_[.. [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",0,6.57471412215367e-54,6.57471412215367e-54,-182.49827604068247,-182.49827604068247,iMerge,"[.. [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]] [.. [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,1.0,0.0
"phrasal_[.. [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",0,3.234699282672247e-45,3.234699282672247e-45,-162.4843053351451,-162.4843053351451,iMerge,"[.. [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [.. [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0
