input,winner,probabilityBias,probability,harmonyBias,harmony,operation,output,label_cons_(45.87),exhaust_ws_(54.19),case_agr_(30.62),case_mt_(59.20),merge_cond_(62.43),case_(72.84),LB_DP_(100.00),LB_V_(61.96),LB_v_(25.67),LB_DP2_(10.82),LB_T_(45.35),LB_C_(0.00),foc_(20.01),wh_(6.78)
remnant_[.. [V wh [V wh] [DP foc]] [C [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]],1,0.9999999999999996,0.9999999999999996,-46.80918308168636,-46.80918308168636,Label,[C [V wh [V wh] [DP foc]] [C [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]],0,0,0,0,0,0,0,0,0,0.0,0,1,2.0,1.0
remnant_[.. [V wh [V wh] [DP foc]] [C [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]],0,1.177540013006072e-59,1.177540013006072e-59,-182.49827604068247,-182.49827604068247,iMerge,[.. [V wh [V wh] [DP foc]] [.. [V wh [V wh] [DP foc]] [C [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,1.0,0.0
remnant_[.. [V wh [V wh] [DP foc]] [C [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]],0,5.793389286013403e-51,5.793389286013403e-51,-162.4843053351451,-162.4843053351451,iMerge,[.. [DP foc] [.. [V wh [V wh] [DP foc]] [C [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0
remnant_[.. [V wh [V wh] [DP foc]] [C [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]],0,8.069344271925723e-89,8.069344271925723e-89,-249.65118413420373,-249.65118413420373,iMerge,[.. [C [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]] [.. [V wh [V wh] [DP foc]] [C [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,3.0,4.0
remnant_[.. [V wh [V wh] [DP foc]] [C [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]],0,3.498252241397516e-77,3.498252241397516e-77,-222.85597175805475,-222.85597175805475,iMerge,[.. [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]] [.. [V wh [V wh] [DP foc]] [C [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,2.0,3.0
remnant_[.. [V wh [V wh] [DP foc]] [C [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]],0,1.5165753662314116e-65,1.5165753662314116e-65,-196.06075938190574,-196.06075938190574,iMerge,[.. [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]] [.. [V wh [V wh] [DP foc]] [C [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,1.0,2.0
remnant_[.. [V wh [V wh] [DP foc]] [C [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]],0,2.716206580666106e-71,2.716206580666106e-71,-209.29348841683145,-209.29348841683145,iMerge,[.. [v [v] [V wh [V wh] [DP foc]]] [.. [V wh [V wh] [DP foc]] [C [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,2.0,1.0
remnant_[.. [V wh [V wh] [DP foc]] [C [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]],0,1.5217279730934986e-32,1.5217279730934986e-32,-120.07205954392957,-120.07205954392957,rMerge,[.. [V wh [V wh] [DP foc]] [C [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,1.0,0.0
remnant_[C [V wh [V wh] [DP foc]] [C [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]],0,5.18959056857362e-09,5.18959056857362e-09,-120.07205954392957,-120.07205954392957,iMerge,[.. [V wh [V wh] [DP foc]] [C [V wh [V wh] [DP foc]] [C [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,1.0,0.0
remnant_[C [V wh [V wh] [DP foc]] [C [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]],0,0.002897572398633847,0.002897572398633847,-106.83933050900384,-106.83933050900384,iMerge,[.. [DP foc] [C [V wh [V wh] [DP foc]] [C [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,1.0
remnant_[C [V wh [V wh] [DP foc]] [C [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]],0,1.5417307809441042e-26,1.5417307809441042e-26,-160.42975526130186,-160.42975526130186,iMerge,[.. [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]] [C [V wh [V wh] [DP foc]] [C [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,2.0,3.0
remnant_[C [V wh [V wh] [DP foc]] [C [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]],0,6.683768814814061e-15,6.683768814814061e-15,-133.63454288515283,-133.63454288515283,iMerge,[.. [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]] [C [V wh [V wh] [DP foc]] [C [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,1.0,2.0
remnant_[C [V wh [V wh] [DP foc]] [C [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]],0,1.197071852984204e-20,1.197071852984204e-20,-146.86727192007857,-146.86727192007857,iMerge,[.. [v [v] [V wh [V wh] [DP foc]]] [C [V wh [V wh] [DP foc]] [C [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,2.0,1.0
remnant_[C [V wh [V wh] [DP foc]] [C [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]],1,0.9971024224117689,0.9971024224117689,-100.99835029622078,-100.99835029622078,rMerge,[C [V wh [V wh] [DP foc]] [C [C] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]],0,1,0,0,0,0,0,0,0,0.0,0,0,2.0,1.0
