input,winner,probability,harmony,operation,output,merge_cond_(58.05),exhaust_ws_(55.79),label_cons_(40.73),case_agr_(34.80),wh_agr_(0.00),foc_agr_(0.00),cl_agr_(0.00),case_(73.57),wh_(0.00),foc_(0.00),cl_(0.00),case_mt_(86.51),wh_mt_(0.00),foc_mt_(0.00),cl_mt_(0.00),LB_DP_(100.00),LB_V_(47.53),LB_v_(0.00),LB_DP2_(3.00),LB_T_(14.10),LB_C_(0.00)
unaccusative_[T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,2.9214577870544346e-13,-125.3798424375864,rMerge,[T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],1,1.0,0.0,Agree,[.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,4.157734141834027e-76,-173.5714968191087,Label,[DP case_agr [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0,0
unaccusative_[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,5.815962722145131e-22,-48.89626571519321,Label,[T case [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0
unaccusative_[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,1.2579596104033454e-43,-98.78166794717879,xMerge,[.. [C] [.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,1.2095567037787713e-42,-96.51831997378109,iMerge,[.. [DP case_agr] [.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,7.230595568304085e-73,-166.11039038119472,iMerge,[.. [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]] [.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,9.351906405624153e-58,-131.3143551774879,iMerge,[.. [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]] [.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,9.351906405624153e-58,-131.3143551774879,iMerge,[.. [V [V] [DP case_agr]] [.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,1.2095567037787713e-42,-96.51831997378109,rMerge,[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,5.527248881493138e-70,-173.5714968191087,Label,[DP [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0,0
unaccusative_[.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],1,1.0,-14.10023051148639,Label,[T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0
unaccusative_[.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,1.672318530327761e-37,-98.78166794717879,xMerge,[.. [C] [.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,1.6079722055327657e-36,-96.51831997378109,iMerge,[.. [DP] [.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,9.612279165547804e-67,-166.11039038119472,iMerge,[.. [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]] [.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,1.2432327911546887e-51,-131.3143551774879,iMerge,[.. [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]] [.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,1.2432327911546887e-51,-131.3143551774879,iMerge,[.. [V [V] [DP case_agr]] [.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,1.6079722055327657e-36,-96.51831997378109,rMerge,[.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],1,0.999999711111309,-40.730547943608315,xMerge,[.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,5.911236349838162e-25,-96.51831997378109,iMerge,[.. [DP] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,4.570379289578212e-40,-131.3143551774879,iMerge,[.. [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,4.570379289578212e-40,-131.3143551774879,iMerge,[.. [V [V] [DP case_agr]] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,2.8888869094802855e-07,-55.787772030172775,rMerge,[T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,0.999999247775683,0.0,Label,[C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1
unaccusative_[.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,7.522243169122732e-07,-14.10023051148639,Label,[T [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0
unaccusative_[.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,7.436093130234944e-68,-154.56943997735158,iMerge,[.. [C] [.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]]],1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,1.209555793920806e-42,-96.51831997378109,iMerge,[.. [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]] [.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]]],0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,1.209555793920806e-42,-96.51831997378109,iMerge,[.. [DP] [.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]]],0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,9.351899370892745e-58,-131.3143551774879,iMerge,[.. [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]] [.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]]],0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,9.351899370892745e-58,-131.3143551774879,iMerge,[.. [V [V] [DP case_agr]] [.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]]],0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,1.209555793920806e-42,-96.51831997378109,rMerge,[.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,2.046198600035057e-18,-96.51831997378109,iMerge,[.. [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]] [C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]]],0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,2.046198600035057e-18,-96.51831997378109,iMerge,[.. [DP] [C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]]],0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,1.58205545346198e-33,-131.3143551774879,iMerge,[.. [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]] [C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]]],0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,1.58205545346198e-33,-131.3143551774879,iMerge,[.. [V [V] [DP case_agr]] [C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]]],0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
unaccusative_[C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,1.0,-55.787772030172775,rMerge,[C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
